20200101,0,AQI,深圳,64
20200101,0,PM2.5,深圳,46
20200101,0,PM2.5_24h,深圳,37
20200101,0,PM10,深圳,78
20200101,0,PM10_24h,深圳,58
20200101,0,SO2,深圳,6
20200101,0,SO2_24h,深圳,7
20200101,0,NO2,深圳,26
20200101,0,NO2_24h,深圳,35
20200101,0,O3,深圳,52
20200101,0,O3_24h,深圳,70
20200101,0,O3_8h,深圳,48
20200101,0,O3_8h_24h,深圳,52
20200101,0,CO,深圳,0.78
20200101,0,CO_24h,深圳,0.70
20200101,1,AQI,深圳,64
20200101,1,PM2.5,深圳,45
20200101,1,PM2.5_24h,深圳,38
20200101,1,PM10,深圳,77
20200101,1,PM10_24h,深圳,60
20200101,1,SO2,深圳,6
20200101,1,SO2_24h,深圳,7
20200101,1,NO2,深圳,21
20200101,1,NO2_24h,深圳,34
20200101,1,O3,深圳,54
20200101,1,O3_24h,深圳,71
20200101,1,O3_8h,深圳,54
20200101,1,O3_8h_24h,深圳,54
20200101,1,CO,深圳,0.76
20200101,1,CO_24h,深圳,0.70
20200101,2,AQI,深圳,64
20200101,2,PM2.5,深圳,46
20200101,2,PM2.5_24h,深圳,40
20200101,2,PM10,深圳,78
20200101,2,PM10_24h,深圳,63
20200101,2,SO2,深圳,6
20200101,2,SO2_24h,深圳,7
20200101,2,NO2,深圳,21
20200101,2,NO2_24h,深圳,34
20200101,2,O3,深圳,46
20200101,2,O3_24h,深圳,71
20200101,2,O3_8h,深圳,50
20200101,2,O3_8h_24h,深圳,55
20200101,2,CO,深圳,0.75
20200101,2,CO_24h,深圳,0.72
20200101,3,AQI,深圳,64
20200101,3,PM2.5,深圳,46
20200101,3,PM2.5_24h,深圳,41
20200101,3,PM10,深圳,76
20200101,3,PM10_24h,深圳,65
20200101,3,SO2,深圳,6
20200101,3,SO2_24h,深圳,7
20200101,3,NO2,深圳,24
20200101,3,NO2_24h,深圳,34
20200101,3,O3,深圳,38
20200101,3,O3_24h,深圳,71
20200101,3,O3_8h,深圳,46
20200101,3,O3_8h_24h,深圳,55
20200101,3,CO,深圳,0.76
20200101,3,CO_24h,深圳,0.73
20200101,4,AQI,深圳,61
20200101,4,PM2.5,深圳,43
20200101,4,PM2.5_24h,深圳,42
20200101,4,PM10,深圳,71
20200101,4,PM10_24h,深圳,67
20200101,4,SO2,深圳,6
20200101,4,SO2_24h,深圳,7
20200101,4,NO2,深圳,23
20200101,4,NO2_24h,深圳,33
20200101,4,O3,深圳,39
20200101,4,O3_24h,深圳,71
20200101,4,O3_8h,深圳,44
20200101,4,O3_8h_24h,深圳,55
20200101,4,CO,深圳,0.75
20200101,4,CO_24h,深圳,0.74
20200101,5,AQI,深圳,60
20200101,5,PM2.5,深圳,43
20200101,5,PM2.5_24h,深圳,43
20200101,5,PM10,深圳,70
20200101,5,PM10_24h,深圳,69
20200101,5,SO2,深圳,6
20200101,5,SO2_24h,深圳,7
20200101,5,NO2,深圳,23
20200101,5,NO2_24h,深圳,33
20200101,5,O3,深圳,35
20200101,5,O3_24h,深圳,71
20200101,5,O3_8h,深圳,43
20200101,5,O3_8h_24h,深圳,55
20200101,5,CO,深圳,0.74
20200101,5,CO_24h,深圳,0.75
20200101,6,AQI,深圳,60
20200101,6,PM2.5,深圳,42
20200101,6,PM2.5_24h,深圳,45
20200101,6,PM10,深圳,70
20200101,6,PM10_24h,深圳,71
20200101,6,SO2,深圳,6
20200101,6,SO2_24h,深圳,7
20200101,6,NO2,深圳,25
20200101,6,NO2_24h,深圳,33
20200101,6,O3,深圳,28
20200101,6,O3_24h,深圳,71
20200101,6,O3_8h,深圳,40
20200101,6,O3_8h_24h,深圳,55
20200101,6,CO,深圳,0.76
20200101,6,CO_24h,深圳,0.75
20200101,7,AQI,深圳,60
20200101,7,PM2.5,深圳,42
20200101,7,PM2.5_24h,深圳,46
20200101,7,PM10,深圳,69
20200101,7,PM10_24h,深圳,73
20200101,7,SO2,深圳,6
20200101,7,SO2_24h,深圳,7
20200101,7,NO2,深圳,27
20200101,7,NO2_24h,深圳,32
20200101,7,O3,深圳,24
20200101,7,O3_24h,深圳,71
20200101,7,O3_8h,深圳,38
20200101,7,O3_8h_24h,深圳,55
20200101,7,CO,深圳,0.75
20200101,7,CO_24h,深圳,0.78
20200101,8,AQI,深圳,60
20200101,8,PM2.5,深圳,43
20200101,8,PM2.5_24h,深圳,46
20200101,8,PM10,深圳,69
20200101,8,PM10_24h,深圳,74
20200101,8,SO2,深圳,6
20200101,8,SO2_24h,深圳,7
20200101,8,NO2,深圳,28
20200101,8,NO2_24h,深圳,32
20200101,8,O3,深圳,20
20200101,8,O3_24h,深圳,71
20200101,8,O3_8h,深圳,36
20200101,8,O3_8h_24h,深圳,55
20200101,8,CO,深圳,0.75
20200101,8,CO_24h,深圳,0.78
20200101,9,AQI,深圳,60
20200101,9,PM2.5,深圳,43
20200101,9,PM2.5_24h,深圳,48
20200101,9,PM10,深圳,69
20200101,9,PM10_24h,深圳,76
20200101,9,SO2,深圳,6
20200101,9,SO2_24h,深圳,7
20200101,9,NO2,深圳,28
20200101,9,NO2_24h,深圳,31
20200101,9,O3,深圳,24
20200101,9,O3_24h,深圳,71
20200101,9,O3_8h,深圳,32
20200101,9,O3_8h_24h,深圳,55
20200101,9,CO,深圳,0.76
20200101,9,CO_24h,深圳,0.78
20200101,10,AQI,深圳,58
20200101,10,PM2.5,深圳,41
20200101,10,PM2.5_24h,深圳,48
20200101,10,PM10,深圳,66
20200101,10,PM10_24h,深圳,76
20200101,10,SO2,深圳,6
20200101,10,SO2_24h,深圳,7
20200101,10,NO2,深圳,26
20200101,10,NO2_24h,深圳,31
20200101,10,O3,深圳,30
20200101,10,O3_24h,深圳,71
20200101,10,O3_8h,深圳,30
20200101,10,O3_8h_24h,深圳,55
20200101,10,CO,深圳,0.74
20200101,10,CO_24h,深圳,0.78
20200101,11,AQI,深圳,56
20200101,11,PM2.5,深圳,39
20200101,11,PM2.5_24h,深圳,47
20200101,11,PM10,深圳,62
20200101,11,PM10_24h,深圳,76
20200101,11,SO2,深圳,6
20200101,11,SO2_24h,深圳,7
20200101,11,NO2,深圳,26
20200101,11,NO2_24h,深圳,30
20200101,11,O3,深圳,35
20200101,11,O3_24h,深圳,71
20200101,11,O3_8h,深圳,29
20200101,11,O3_8h_24h,深圳,55
20200101,11,CO,深圳,0.74
20200101,11,CO_24h,深圳,0.78
20200101,12,AQI,深圳,56
20200101,12,PM2.5,深圳,39
20200101,12,PM2.5_24h,深圳,47
20200101,12,PM10,深圳,62
20200101,12,PM10_24h,深圳,75
20200101,12,SO2,深圳,6
20200101,12,SO2_24h,深圳,7
20200101,12,NO2,深圳,24
20200101,12,NO2_24h,深圳,29
20200101,12,O3,深圳,40
20200101,12,O3_24h,深圳,71
20200101,12,O3_8h,深圳,29
20200101,12,O3_8h_24h,深圳,55
20200101,12,CO,深圳,0.73
20200101,12,CO_24h,深圳,0.78
20200101,13,AQI,深圳,61
20200101,13,PM2.5,深圳,44
20200101,13,PM2.5_24h,深圳,47
20200101,13,PM10,深圳,69
20200101,13,PM10_24h,深圳,75
20200101,13,SO2,深圳,5
20200101,13,SO2_24h,深圳,7
20200101,13,NO2,深圳,26
20200101,13,NO2_24h,深圳,29
20200101,13,O3,深圳,40
20200101,13,O3_24h,深圳,71
20200101,13,O3_8h,深圳,30
20200101,13,O3_8h_24h,深圳,55
20200101,13,CO,深圳,0.75
20200101,13,CO_24h,深圳,0.78
20200101,14,AQI,深圳,66
20200101,14,PM2.5,深圳,48
20200101,14,PM2.5_24h,深圳,46
20200101,14,PM10,深圳,77
20200101,14,PM10_24h,深圳,74
20200101,14,SO2,深圳,5
20200101,14,SO2_24h,深圳,7
20200101,14,NO2,深圳,31
20200101,14,NO2_24h,深圳,28
20200101,14,O3,深圳,39
20200101,14,O3_24h,深圳,71
20200101,14,O3_8h,深圳,31
20200101,14,O3_8h_24h,深圳,55
20200101,14,CO,深圳,0.75
