[0304/075340:INFO:CONSOLE(0)] "Uncaught (in promise) #<Object>", source: http://ke.qq.com/client/teacher.html#uin=3016013112&gid=101264955&courseid=101264955&state=1&startTime=1583279614476 (0)
[0423/085508:INFO:CONSOLE(30)] "%c2020-04-23T00:55:08.803Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 214ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085510:INFO:CONSOLE(30)] "%c2020-04-23T00:55:10.591Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.6084 200 145ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085519:INFO:CONSOLE(30)] "%c2020-04-23T00:55:19.751Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 178ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085520:INFO:CONSOLE(30)] "%c2020-04-23T00:55:20.704Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.2090 200 107ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085530:INFO:CONSOLE(30)] "%c2020-04-23T00:55:30.802Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.1069 200 95ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085540:INFO:CONSOLE(30)] "%c2020-04-23T00:55:40.902Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.0131 200 96ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085542:INFO:CONSOLE(30)] "%c2020-04-23T00:55:42.409Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 176ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085549:INFO:CONSOLE(30)] "%c2020-04-23T00:55:49.265Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 182ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085550:INFO:CONSOLE(30)] "%c2020-04-23T00:55:50.535Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 119ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085551:INFO:CONSOLE(30)] "%c2020-04-23T00:55:51.004Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.5622 200 99ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085553:INFO:CONSOLE(30)] "%c2020-04-23T00:55:53.197Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 1092ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085601:INFO:CONSOLE(30)] "%c2020-04-23T00:56:01.108Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.2671 200 101ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085605:INFO:CONSOLE(30)] "%c2020-04-23T00:56:05.957Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 1207ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085611:INFO:CONSOLE(30)] "%c2020-04-23T00:56:11.216Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.0529 200 104ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085613:INFO:CONSOLE(0)] "XMLHttpRequest cannot load https://report.edu.qq.com/data_report/web_report. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'https://ke.qq.com' is therefore not allowed access. The response had HTTP status code 504.", source: https://ke.qq.com/teacher-client/index.html?cid=1656387&term_id=101756608#usertype=teacher&startTime=1587599761559 (0)
[0423/085613:INFO:CONSOLE(30)] "%c2020-04-23T00:56:13.228Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 0 7028ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085621:INFO:CONSOLE(30)] "%c2020-04-23T00:56:21.320Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.3599 200 98ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085631:INFO:CONSOLE(30)] "%c2020-04-23T00:56:31.419Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.5938 200 94ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085641:INFO:CONSOLE(30)] "%c2020-04-23T00:56:41.522Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.5656 200 101ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085645:INFO:CONSOLE(30)] "%c2020-04-23T00:56:45.120Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 178ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085648:INFO:CONSOLE(30)] "%c2020-04-23T00:56:48.365Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 123ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085651:INFO:CONSOLE(30)] "%c2020-04-23T00:56:51.632Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.8825 200 104ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085701:INFO:CONSOLE(30)] "%c2020-04-23T00:57:01.729Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.3754 200 94ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085701:INFO:CONSOLE(30)] "%c2020-04-23T00:57:01.757Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 182ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085710:INFO:CONSOLE(30)] "%c2020-04-23T00:57:10.119Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 199ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085711:INFO:CONSOLE(30)] "%c2020-04-23T00:57:11.832Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.1522 200 99ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085717:INFO:CONSOLE(30)] "%c2020-04-23T00:57:17.059Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 184ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085721:INFO:CONSOLE(30)] "%c2020-04-23T00:57:21.936Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.5465 200 101ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085725:INFO:CONSOLE(30)] "%c2020-04-23T00:57:25.091Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 181ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085730:INFO:CONSOLE(30)] "%c2020-04-23T00:57:30.961Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 203ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085731:INFO:CONSOLE(30)] "%c2020-04-23T00:57:31.936Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 116ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085732:INFO:CONSOLE(30)] "%c2020-04-23T00:57:32.035Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.2677 200 96ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085741:INFO:CONSOLE(30)] "%c2020-04-23T00:57:41.566Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 185ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085742:INFO:CONSOLE(30)] "%c2020-04-23T00:57:42.141Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.2623 200 101ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085746:INFO:CONSOLE(30)] "%c2020-04-23T00:57:46.325Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 87ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085752:INFO:CONSOLE(30)] "%c2020-04-23T00:57:52.245Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.3402 200 100ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085752:INFO:CONSOLE(30)] "%c2020-04-23T00:57:52.674Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 179ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085754:INFO:CONSOLE(30)] "%c2020-04-23T00:57:54.887Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 92ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085802:INFO:CONSOLE(30)] "%c2020-04-23T00:58:02.347Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.0489 200 100ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085812:INFO:CONSOLE(30)] "%c2020-04-23T00:58:12.453Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.3791 200 104ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085822:INFO:CONSOLE(30)] "%c2020-04-23T00:58:22.555Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.7673 200 99ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085823:INFO:CONSOLE(30)] "%c2020-04-23T00:58:23.925Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 187ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085825:INFO:CONSOLE(30)] "%c2020-04-23T00:58:25.180Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 91ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085832:INFO:CONSOLE(30)] "%c2020-04-23T00:58:32.655Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.5805 200 98ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085833:INFO:CONSOLE(30)] "%c2020-04-23T00:58:33.449Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 193ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085842:INFO:CONSOLE(30)] "%c2020-04-23T00:58:42.753Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.3148 200 95ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085852:INFO:CONSOLE(30)] "%c2020-04-23T00:58:52.397Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 202ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085852:INFO:CONSOLE(30)] "%c2020-04-23T00:58:52.851Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.2253 200 95ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085854:INFO:CONSOLE(30)] "%c2020-04-23T00:58:54.284Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 93ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085902:INFO:CONSOLE(30)] "%c2020-04-23T00:59:02.956Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.0725 200 101ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085906:INFO:CONSOLE(30)] "%c2020-04-23T00:59:06.228Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 197ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085908:INFO:CONSOLE(30)] "%c2020-04-23T00:59:08.832Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 104ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085910:INFO:CONSOLE(30)] "%c2020-04-23T00:59:10.789Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 91ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085912:INFO:CONSOLE(30)] "%c2020-04-23T00:59:12.694Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 195ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085913:INFO:CONSOLE(30)] "%c2020-04-23T00:59:13.066Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.7461 200 106ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085915:INFO:CONSOLE(30)] "%c2020-04-23T00:59:15.107Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 97ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085916:INFO:CONSOLE(30)] "%c2020-04-23T00:59:16.337Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 106ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085919:INFO:CONSOLE(30)] "%c2020-04-23T00:59:19.705Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 191ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085923:INFO:CONSOLE(30)] "%c2020-04-23T00:59:23.177Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.9282 200 107ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085928:INFO:CONSOLE(30)] "%c2020-04-23T00:59:28.607Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 179ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085933:INFO:CONSOLE(30)] "%c2020-04-23T00:59:33.228Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 98ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085933:INFO:CONSOLE(30)] "%c2020-04-23T00:59:33.276Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.3346 200 96ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085937:INFO:CONSOLE(30)] "%c2020-04-23T00:59:37.238Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 203ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085943:INFO:CONSOLE(30)] "%c2020-04-23T00:59:43.377Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.9191 200 97ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085953:INFO:CONSOLE(30)] "%c2020-04-23T00:59:53.488Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.3040 200 105ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/085953:INFO:CONSOLE(30)] "%c2020-04-23T00:59:53.938Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 208ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090003:INFO:CONSOLE(30)] "%c2020-04-23T01:00:03.587Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.8311 200 97ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090010:INFO:CONSOLE(30)] "%c2020-04-23T01:00:10.500Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 201ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090012:INFO:CONSOLE(30)] "%c2020-04-23T01:00:12.075Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 90ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090013:INFO:CONSOLE(30)] "%c2020-04-23T01:00:13.181Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 93ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090013:INFO:CONSOLE(30)] "%c2020-04-23T01:00:13.698Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.5963 200 108ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090014:INFO:CONSOLE(30)] "%c2020-04-23T01:00:14.856Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 90ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090017:INFO:CONSOLE(30)] "%c2020-04-23T01:00:17.796Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 179ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090023:INFO:CONSOLE(30)] "%c2020-04-23T01:00:23.800Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.1996 200 98ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090025:INFO:CONSOLE(30)] "%c2020-04-23T01:00:25.728Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 200ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090030:INFO:CONSOLE(30)] "%c2020-04-23T01:00:30.927Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 194ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090033:INFO:CONSOLE(30)] "%c2020-04-23T01:00:33.901Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.5539 200 98ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090041:INFO:CONSOLE(30)] "%c2020-04-23T01:00:41.024Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 184ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090042:INFO:CONSOLE(30)] "%c2020-04-23T01:00:42.456Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 106ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090043:INFO:CONSOLE(30)] "%c2020-04-23T01:00:43.662Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 92ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090044:INFO:CONSOLE(30)] "%c2020-04-23T01:00:44.010Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.4390 200 107ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090048:INFO:CONSOLE(30)] "%c2020-04-23T01:00:48.276Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 183ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090049:INFO:CONSOLE(30)] "%c2020-04-23T01:00:49.394Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 96ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090052:INFO:CONSOLE(30)] "%c2020-04-23T01:00:52.588Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 96ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090053:INFO:CONSOLE(30)] "%c2020-04-23T01:00:53.953Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 183ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090054:INFO:CONSOLE(30)] "%c2020-04-23T01:00:54.111Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.7618 200 97ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090056:INFO:CONSOLE(30)] "%c2020-04-23T01:00:56.302Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 91ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090101:INFO:CONSOLE(30)] "%c2020-04-23T01:01:01.828Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 192ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090104:INFO:CONSOLE(30)] "%c2020-04-23T01:01:04.216Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.8386 200 98ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090104:INFO:CONSOLE(30)] "%c2020-04-23T01:01:04.259Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 108ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090106:INFO:CONSOLE(30)] "%c2020-04-23T01:01:06.251Z [impush-client] ERROR: push room_seq 丢失", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090107:INFO:CONSOLE(30)] "%c2020-04-23T01:01:07.192Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 196ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090110:INFO:CONSOLE(30)] "%c2020-04-23T01:01:10.063Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 92ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090112:INFO:CONSOLE(30)] "%c2020-04-23T01:01:12.083Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 113ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090114:INFO:CONSOLE(30)] "%c2020-04-23T01:01:14.151Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 180ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090114:INFO:CONSOLE(30)] "%c2020-04-23T01:01:14.321Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.8179 200 102ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090121:INFO:CONSOLE(30)] "%c2020-04-23T01:01:21.505Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 207ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090124:INFO:CONSOLE(30)] "%c2020-04-23T01:01:24.194Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 91ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090124:INFO:CONSOLE(30)] "%c2020-04-23T01:01:24.420Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.1684 200 96ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090125:INFO:CONSOLE(30)] "%c2020-04-23T01:01:25.327Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 112ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090130:INFO:CONSOLE(30)] "%c2020-04-23T01:01:30.708Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 301ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090131:INFO:CONSOLE(30)] "%c2020-04-23T01:01:31.522Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 94ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090133:INFO:CONSOLE(30)] "%c2020-04-23T01:01:33.970Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 90ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090134:INFO:CONSOLE(30)] "%c2020-04-23T01:01:34.528Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.9105 200 104ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090138:INFO:CONSOLE(30)] "%c2020-04-23T01:01:38.260Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 200ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090139:INFO:CONSOLE(30)] "%c2020-04-23T01:01:39.444Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 105ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090141:INFO:CONSOLE(30)] "%c2020-04-23T01:01:41.119Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 105ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090144:INFO:CONSOLE(30)] "%c2020-04-23T01:01:44.625Z [imlog] INFO: POST //pull.ke.qq.com/base_pull?bkn=1119823869&t=0.1352 200 94ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090146:INFO:CONSOLE(30)] "%c2020-04-23T01:01:46.782Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 215ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090148:INFO:CONSOLE(30)] "%c2020-04-23T01:01:48.472Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 111ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
[0423/090151:INFO:CONSOLE(30)] "%c2020-04-23T01:01:51.222Z [imlog] INFO: post //report.edu.qq.com/data_report/web_report 200 92ms", source: https://7.url.cn/edu/teacher-client/index_55ad6c21bcd7a078d4f8.js (30)
